PlayerID,CompRank,CompID,CompName,CompYr,Similarity,Sim_Adjust,Neg3YrAV,Neg2YrAV,Neg1YrAV,0YrAV,1YrAV,2YrAV,3YrAV,4YrAV,5YrAV,6YrAV,YrDiff,AgeDiff,SzDiff,DrftDiff,RosterDiff,SttsDiff
SmitAl03,7,TupaTo20,Tom Tupa,2003,2.0406684256927043,4.650607284195196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.75,1.046092712987332,1.25,-0.10449650390954957,-0.9654593155012816
SmitAl03,8,MortCr00,Craig Morton,1980,-0.9018605988291206,4.650607284195196,11.0,6.6875,8.625,7.3125,11.625,0.2222222222222222,0.0,0.0,0.0,0.0,-0.3500000000000001,0.75,1.2330077260822776,1.25,0.4922543382464426,-0.8876585145807261
SmitAl03,9,GrogSt00,Steve Grogan,1990,-3.1865735307680687,4.650607284195196,5.666666666666667,1.9375,4.875,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.75,1.199023178246833,1.25,-0.31818959943267133,-0.7912050035573328
SmitAl03,10,SchaMa00,Matt Schaub,2019,-4.650607284195196,4.650607284195196,0.0,0.0,0.0,2.0625,,,,,,,1.21,0.25,0.46866224377601096,1.25,-0.14406305312010503,-0.9861918284199511
McKiJ.00,1,FowlBe00,Bennie Fowler,2018,57.89893217283281,0.0,1.375,1.6875,3.3125,1.625,1.4375,,,,,,1.17,1.25,0.3601720702605907,1.25,0.9472900443409791,0.5464813473707634
McKiJ.00,2,GranRy01,Ryan Grant,2018,54.93805016484363,0.0,2.4375,0.5,5.0625,2.4375,0.0625,,,,,,1.17,0.75,0.6889103285064381,1.0446040409355628,1.0295045158140546,0.28856216111049016
McKiJ.00,3,DarlDe00,Devard Darling,2008,48.74911965239053,0.0,0.0,0.0,3.1875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.75,0.35451155641424126,0.8224342155878233,0.8739565441614114,0.5825033954830037
McKiJ.00,4,EdwaTr00,Troy Edwards,2003,48.59424923252503,0.0,1.375,2.3125,1.8125,4.125,3.75,0.125,0.0,0.0,0.0,0.0,0.57,0.75,1.25,0.6630321559063052,0.8585641939756632,0.32569491286054
McKiJ.00,5,MattRi00,Rishard Matthews,2016,48.47605578790225,0.0,3.5625,1.625,5.6875,9.3125,6.4375,0.0,0.0,,,,1.09,1.25,0.5757815576996665,1.25,0.7236772063573088,0.10247600017172132
McKiJ.00,6,GoodMa00,Marquise Goodwin,2017,48.20202485106324,0.0,0.3125,0.125,3.8125,7.0625,4.0,1.625,,,,,1.13,1.25,0.8709600103346056,0.8116080520812454,0.28979392697998196,0.3423310898845635
McKiJ.00,7,HarrDw00,Dwayne Harris,2015,47.814646360311244,0.0,1.875,1.1875,0.5,4.0625,0.3125,0.0,0.6875,0.0625,,,1.05,0.75,0.9101545216455533,1.25,0.7651220031483139,0.03057997275804447
McKiJ.00,8,McDoSh00,Shaun McDonald,2007,42.0307665182758,0.0,4.1875,3.3125,1.25,8.1875,2.4375,0.0,0.0,0.0,0.0,0.0,0.73,0.75,1.046092712987332,0.8942437632310574,0.7514675661963119,-0.04933146446344794
McKiJ.00,9,WhalGr00,Griff Whalen,2016,41.826771301945534,0.0,2.5,0.0,1.4375,0.125,0.125,0.0,0.0,,,,1.09,0.75,0.956872315898752,1.25,-0.046145924999081656,0.47390129714387796
McKiJ.00,10,AromDe00,Devin Aromashodu,2011,40.25618452254275,0.0,0.0,3.375,0.9375,3.3125,1.125,0.0,0.0,0.0,0.0,0.0,0.89,1.25,0.12319876497616944,1.25,0.7191676969301465,0.19763598616564226
FergJo02,1,SummFr00,Frank Summers,2013,55.96823050411934,0.0,0.0,0.0,0.0,1.5625,0.5625,0.0,0.0,0.0,0.0,0.0,0.97,0.75,0.6552704128797185,1.25,0.40337992577683845,0.9096823403286174
FergJo02,2,OgboCh00,Chris Ogbonnaya,2013,52.01655760085367,0.0,0.0,7.125,1.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.25,0.6957363961240476,1.25,0.8660936536553849,0.12493726007227912
FergJo02,3,MostRa00,Raheem Mostert,2019,48.94842379717634,0.0,0.125,0.0625,2.0625,9.4375,,,,,,,1.21,1.25,1.1140618086582212,1.25,0.016708048174926216,0.5463984959030204
FergJo02,4,BanyJo00,Joe Banyard,2016,45.62257448435288,0.0,0.0625,0.9375,0.0,0.0625,0.0,0.0,0.0,,,,1.09,0.75,0.9382555586229926,1.25,0.01811512473529797,0.6021137257779349
FergJo02,5,TaufWi00,Will Ta'ufo'ou,2013,45.490737418706274,0.0,0.0,0.0,0.0625,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.97,1.25,0.3874709790308195,1.25,0.07557024308834515,0.9040880454763986
FergJo02,6,BarnKe00,Kenjon Barner,2017,45.028373172116034,0.0,0.0,0.8125,1.8125,1.0625,0.0,0.5625,,,,,1.13,1.25,1.0053553683182659,1.25,-0.0648128422797436,0.5030999039885429
FergJo02,7,WillCa02,Cadillac Williams,2009,44.491822694994724,0.0,6.5625,2.5625,3.25,9.125,6.0625,3.1875,0.0,0.0,0.0,0.0,0.81,1.25,1.0100395736658128,0.6472718274379403,0.618978127073106,0.06910896773214104
